label,description
0,prairie girl who loves the outdoors and embraces the journey. everyday is an adventure
3,Future surgeon
0,you are being watched
5,"community psychiatrist, parent, neighbor, perpetual learner"
2,"Justice for all, serving as a nurse"
0,"Digital MarketingComms. Lover of food, wine & travel. Newish PF addict."
4,"Pharmacy Manager, Community/retail Pharmacist. Retail operations and Supply Chain Management enthusiast. A masseur."
5,Psychiatrist for Humans.
3,UAMS MS4 | Expert in navigating awkward situations and lover of medicine. #futurevascularsurgeon
0,"Exploring places, people and life in the hope of erasing borders (atleast in my head)."
3,"Urologic Surgeon. Father, husband. Love my family and sports. Avid tennis player."
4,"Pharmacist,Owner; XCLUSIV ORGANICS. Member, Canada Organic Trade Association (COTA), IBM Certified Data Visualization Specialist, Analytics Professional"
4,"Simple website helping Canadian Dr's, pharmacists and patients find the most affordable medications!"
4,Pharmacist#Nearly All Men Die of Their Medicine not of their Disease.
0,"Editor, Writer, tutor, Shakespearean. DH enthusiast, Feminist, Renaissance scholar. Currently accepting new clients."
0,"Single, Professional"
0,"Your average mom with a zest for life, creative brain and love of adventure."
4,CEO of the Canadian Society of Hospital Pharmacists
0,Nonprofit communicator. Khachapuri enthusiast. Canadian living in Kyiv. Probably reading about food systems.
0,Tamil Entertainment Television (TET) is a premier 24-hour HD Tamil Channel Broadcasting company in North America.
3,"Born and raised in Queens, NY. MD Candidate @jeffersonuniv. BA from CUNY Queens College. MS @nymedcollege. Aspiring Vascular Surgeon. @Spongebob's Greatest Fan."
0,Innovative covid29 virus protection solutions developed to Combat and Protection against infections.
0,Affordable Housing Developer
0,"Photographer. Seeking beauty and inspiration through photographing with a loving eye. Nature inspires me, as does family, sports, canoeing and travel"
0,Cricket crazy
4,"Hospital pharmacist, currently studying for my Pharm D, from Labrador, living and working in Northern Ontario for over 23 years."
5,Psychogeriatrics and interest in all things concerning older people health and well being. Consultant Old Age Psychiatrist. All views expressed are mine.
0,Goalie Mom  Love my boys  Teaching is my passion
2,Fun loving  caring and a jovial nurse
1,Doctor of Pharmacy
0,"My world is maybe something different from you. Trust me, I am trying to socialize my self continuously. But, you can visit my world any time."
4,I'm a Pharmacist. I like animals & nature in general.
0,SasaGinniGak Lake is the jewel of Atikaki Provincial Wilderness Park and is situated amongst the boreal forest in northeastern Manitoba
3,"MD 2022 @WMUMedicine|OHNS Research Fellow @UCSFCancer, Enthusiast, Craft Beer Connoisseur, Aspiring Head and Neck Surgeon | #GlobalMed"
4,Black Feminist. Social Justice Researcher. Health-Equity Minded Pharmacist. Asst Professor. Small Business Owner. Decolonizing.
0,there is more
4,pharmacist
0,Swimmer MSDian Electrical Engineer
0,"Be kind to your shadow.....There's no honorable way to kill, no gentle way to destroy. There is nothing good in war. Except its ending."
2,wife mom and nurse of 2 little boys
0,A curious lifelong learner and disability studies enthusiast.
4,Patriotic_Pathan_Pharmacist
5,"@Gates_Cambridge Scholar, MD/PhD student, neuroscientist, jazz musician, aspiring psychiatrist, interested in the mind-brain and mental illness"
0,"linguist, logician, teacher and Student at edx."
0,"An old soul with a big heart; lover of life, family, art and nature. Proud mom and wife. Admin for department of surgery at McMaster Children’s Hospital."
0,Theres Nothing I can not do!
0,Mama. Wife. Friend. Nurse.
2,Big heart with a big soul and serving as a nurse
0,IT. Girl Having Fun with Friends in TO.
0,"Mom, Partner, Family Physician, Health Advocate"
3,Vascular Surgeon
4,"Provincial Policy Development Lead, Seniors Provincial Health, AHS. Pharmacist. ðŸŽ“PhD in Pharmacy Practice @QUBelfast. Views my own."
0,PR & Communications
0,Technology Enthusiast.. Continuous Delivery solutions advocate.. uf mba 2020
0,Concerned earth citizenartist
0,"Just on here to see Trump and Musk tweet, happy quarantine."
0,Stay Golden
0,"VP of Digital Media with Active International.  Seasoned Media veteran. Lover of chocolate, family, pets. "
4,"Pharmacist, Certified Diabetes Educator (CDE), Certified Bariatric Educator (CBE), Certified Health Coach (CHC) SDM SGR RD Comments/opinions are my own."
0,"counselor professional social worker,book lover"
3,Surgical Oncologist. Reconstructive Surgeon. Researcher. Author. #cancerawareness #cancersurgery #mountaineering
1,I love to serve patients as a doctor
0,Director of Administration for the Saskatoon Symphony Orchestra.nnMum of 2.Wife
0,I am an active daytrader of all things dogshit. No financial advice given. Your buys and sells are your own business! My posts are crappy opinions only!
5,"Hospital based psychiatrist, specializing in peripartum and postpartum mental health; mother of 2 awesome girls!"
3,Senior Attending Cardiac Surgeon
0,UofT BSc Student
4,Population Health Consultant Pharmacist | Podcast Co-Host
0,"Life without drama, freedom to enjoy being with myself. Spontaneous and good natured. Secure enough with myself to inform how I feel and that my opinions matter"
0,"Youth Ministry at St Joseph Church in Kitchener. Youth group, school ministry, sacraments, helping in the parish. we are a busy group!nOur Tweets are our own."
0,"The survey aims to help understand what ON families with children are experiencing in the context of COVID-19, what services families and caregivers may need."
0,Grail life passion! Love my bunny Arora!
0,"Head of Office of Canada in Erbil, Iraq. RTs not endorsements. Views = mine."
0,Urban Treasure Hunter
0,Quiet and hardworking loves sports and anything entertaining.
0,"Real Estate salesperson with Royal LePage Real Estate, Brokerage"
1,"Keep your eyes on the stars, and your feet on the ground and serving the nation as a doctor"
3,"Western General Surgery Resident, QMED, future Thoracic Surgeon."
0,Trust in God
0,"WebiHawks Founder, Digital Marketing, SEO, PPC, Facebook Ads, Instagram Ads, TikTok Ads, Youtube Ads, Online Promotions, Likes, Followers, Shares & Subscribers"
3,"Plastic surgeon, husband, dad, Canadian. Lower limb reconstruction, melanoma and lymphedema"
0,Lifetime Habs Fan. Member of Royal St. John's Regatta. Retired HMP Correctional Officer.
0,"All things that happen at Menzies Street, Victoria, British Columbia, Canada"
4,Pharmacist to be Inshallah
0,"Program Coordinator, Media Communications, Humber College, Toronto. Professional Photographer & Visual Story-Teller"
0,Hello I'm a visual artist from Niagara Ontario
0," If you’re good at something, never do it for free"
0,Entrepreneur.
3,"Ear surgeon, research scientist, educator, and university administrator"
0,Sustainable Clean Energy.nMathematical Philosophical Polymath. Natural Behavioural Change in Action (NBCA)-COVID19 - history 20th Century
0,Dietitian
2,Traveller Boringly studious nurse Obsessed with puppies  Social media brainwashed me
0,"Knack- Schrödinger’s cat. SSNMR lab. PhD student-uOttawa, Bryce Nation, Canada. Physical chemist & boldness to the core. I live to eat!!"
0,"Creative personality and a free thinker, with a love and appreciation for others creativity and ingenuity. Always looking forward to new inspiration."
0,"As Canada's only charitable peer-based Mental HealthAddictions Cooperative, HMC offers free wellness programming, a community navigator and more! "
0,"Singer-Songwriter from Edmonton, Alberta"
0,"Winners make goals, losers make excuses -Olympic Bronze medalist, World & Euro Champ CanadaSweden"
0,President of Moose Jaw-Lake Centre - Lanigan Federal Liberal.nIT & Cyber Security Professional.
0,Enjoy little things in life. Live life to the fullest
0,Representative for Canine and Feline Professionals RVTCastlegar Labrador RetrieversDog Show JudgeGrey County is my home
4,Shining a light on the work of pharmacists & pharmacy technicians that help take care of patients & our communities
4,"ASP, medicine and rehab Pharmacist. Mom and wife. EBM and KT enthusiast. Teacher. Opinions are own."
1,I will rather live to make a difference in my generation than just to make a living by being a doctor
0,"Advocate for health, fitness, rehab and adventure."
0,Twitter home of the Atlantic Association for Research in the Mathematical Sciences
4,Relief pharmacist
0,U wish
0,Overnight reporter for DailyMirror.
2,Nothing just doing my job as a nurse
0,Just live and laugh
0,Deiann - proud mum to two amazing KoreanGermanIrish teens who have truly shown me what love and life is all about
0,"take my hand, i'll show you the wild side."
0,"Definitely not a bot, except sometimes. Joined Twitter in '27 but just recently became a user. Mostly quiet guy. I still love BERNIE, though he broke my heart."
4,Pharmacist and crusader of evidence-based medicine. He/him. Tweets are my own. #StaytheBlazesHome
2,I am a awesome nurse
0,"Venezuelan  Sedimentologist and Reservoir Geoscientist  UofS 🇨🇦  UCV, USB 🇻🇪"
0,Easily distracted by shiny objects!
0,"Father, Hockey Player, Humorist. Allegedly wise to the ways of Pharmaceutical Sales, I love Tacos & Bourbon. Lets get to work"
0,Buy & Sell Properties with Me Anywhere in the GTA  Save Thousands!!!
0,"Registered Early Childhood Educator, Program Supervisor Ottawa Catholic Child Care Corporation. Mother, nature & animal lover, vegan. Proud Canadian "
0,"eat, pray, love"
1,"Housewife, mother, grandmother, doctor, incredibly blessed with the best family and friends on the planet."
0,superior brain meat
0,there is one lonelier than you
0,Star gazer.nNyctophile.nPluivophile.nSelenophile.nDay Dreamer.nLazy.nLove to Photograph.
5,Psychiatrist
4,"Body Recomposition, Resistance training, Pharmacist."
0,A Texan freezing his ass off in Canada
0,"A lover of ballet, butterflies and expensive tequila"
0,Tourism Attache specializing in Social MediaTourism NewsTourism MarketingInternational TravelTourism Culture
2,"A believer in peace, love and hope and a nurse by profession"
1,Medical Doctor  Feminist  Advocate against all forms of Gender Based Violence  Female SRHR Advocate  SDGs & Public Health Enthusiast  Irreligious
0,"Passionate primary teacher, forever learner, adventure seeker, world traveler, imagination advocate, change maker, proud Feminist"
0,"Always looking for the good in life, and always ready for the next adventure. Every day is a gift, appreciate it, enjoy it, make the most of it"
0,Lawyer and Red Wings fan
0,Amateur Human (TheyThem)
1,"Love to travel, love to play flight simulator working as a doctor"
4,"Pharmacist, # proud AUCian at #AUC, MPH Student at #AUB interested in #health promotion ,# Refugees Health, #NCDs # humanitarian work."
3,Neurosurgeon-Researcher. Committed to disseminating knowledge in Neurosurgery and Neurocritical Care. Social Media Ambassador @NeuroCritCareJ. Views are my own.
0,eye researcher
2,"Writer, creator, storyteller and nurse"
0,Master of Science University of Leeds UK
4,"Wife, mother, pharmacist, lover of reading, photography and nature."
0,Recruitment Person since 2012
4,"clinical pharmacist, academic detailer (CE provider for MDs), crazy cat lady, animal lover, volleyball enthusiast, coffee addict. Thoughts are my own."
2,"What makes me happy is my fabulous son and my job as a nurse. I love nature and adventure that I have always love. Live, love and laugh...."
4,SENIOR PHARMACIST MEDICAL &HEALTH UTTRAKHAND INDIA
2,"humanist,  humourist,  world traveler, nurse, fond of the macabre,coffee snob, cinephile, mostly harmless, It's chaos, be kind"
0,What happened to ?....'Ask Not what your Country can do for you...Ask what You can do for your Country.'
0,Program Manager
1,Grateful and Blessed by serving others as a doctor
1,"Grateful dad & Doctor amongst many other things, who is interested in everybody’s story! Mental health advocate, lover of sport and travel!"
0,"A curious individual about the world, music, sports but especially golf, dogs, the environment, Canada and how our country fits into the world."
0,my name is salahuddin i am living dubai
0,Healthcare data guy. Founder-Citizens Rx -Pharmacy Benefit Manager. Cubs fan. Gravy not sauce. pulled a hammy setting up profile. Comments my own.
2,Social Democrat. Nova Scotian and nurse
0,"married, owner of 2 doxies, university graduate, certified sommelier, fitness freak (triathlete, marathoner), foodie, wine-lover"
1,"Doctor of Pharmacy, UofT Class of 2020  HBSc (Chemistry), UWindsor Class of 2016"
0,"It’s not who you are that holds you behind, it’s who you think your are not."
3,Aspiring plastic surgeon
0,student
0,Does it all matter?
4,"Husband, Dad, Pharmacist, MPP for Elgin Middlesex London in 40th, 41st &42nd Parliament, Amateur Apiarist, Ontario Minister of Environment, Conservation & Parks"
0,".. a songwriter, composer & minister. I'm creative, innovative, determined and courageous.nNo competition in destiny! I just want to be the BEST of whom I am."
0,Best Digital marketer for your businessn  Order Now
4,"First job at 16 at the public library, 20 year detour as a pharmacist and back to my first love: librarianship."
0,"Digital Communications, music nerdery, rock climbing, progressive politics. Bilingue. Tweets are my own."
3,"Medical Doctor | MSc Public Health & Health Promotion @ Bangor University, UK | Nutrition and Dietetics @ Royal College of Physicians and Surgeons of Canada"
5,"Psychiatrist, specialty interest in developmental disabilities, AMS Phoenix Fellow"
4,Pharmacist  MSc Student @ LSHTM Traveller
0,Nice how things work out
3,"Prime Surgeons is a digital health company transforming access to master surgeons whose patients include top athletes, celebrities and professionals."
1,"Writer, Doctor, Analyst. Interested in design, health, ideas, information, learning, people. Likes art, film & TV, music, nature, radio, planet earth."
0,Psychologist & Psychoanalyst
1,"live,love,laugh,and be happy and doctor by profession"
3,Board Certified Plastic&Reconstructive Surgeon #Microsurgeon #AssistantProfessor #Scientist @UHN_Surgery @UHNTransplant #cancer #trauma #academia tweets my own
0,An independent registered charity (est. 2007) which raises and grants funds to support students in need in the District School Board of Niagara
3,Medical student (MS4) @ClevelandClinic @CWRUä¸¨ Former @ASUEngineering Aspiring surgeon  interests: #SurgicalOutcomes #SurgicalEd #QualityImprovement
4,"Pharmacist, Women �s College Hospital. Interest in cardiovascular health, pharmacy research, education & advocacy. Lover of books, fitness, and fashion"
0,"Dreaming of solutions to help others, attempting to assist small business to survive, and using art and music to encourage the human nation to move forward."
0,On a journey to finding my purpose. Ambitious and constantly seeking to learn new things.
3,"Canadian Forces Ontario Regional Surgeon, Master of Public Health, Specialist in Aerospace Medicine, former Head of the School of Operational Medicine."
4,Registered Pharmacist in Ontario.
0,let's take a benzo and chill.
3,"Dental surgeon specialized in Implantology, Master in Health Sciences, PhD in Implantology, Chief Editor of BJIHS (ISSN 2674-8169), Father and husband."
4,lil' bagpipin' pharmacist
0,Giving back one Savasana at a time
0,"Love using Macs, amateur photographer, enjoy eating dim sum. I am an avid e-Learner and flexible learning designer. Available for consulting."
0,"Amateur cat juggler & inventor of the octothorp. These tweets are mine, powered by a nagging voice in my head and sometimes ear."
0,a girl turned women turned wife turned mom turned confused as fuk as to what's happening ... 🙄
0,Male Supermodel and Philanthropist.Opinions posted on my Twitter feed do not reflect those of my employer.
3,"Rising M4 @UtoledoMed | Aspiring surgeon | @UMichTrack alum| Mother of 80,000 bees and one tabby cat"
0,fun loving guy!!
0,"Politi-phile, problem solver, musician, organic farmer , activist-not an actual mayor. Opinions are my own."
2,Safeguarding the Health of the Nation is all I do by being a nurse
4,"Canadian Section Chief for Medical Bioethics, telepharmacist. Experience in adult and child psychology, academia, emergency management & all things psychiatric."
3,#Surgeon & President at PRMA #PlasticSurgery. Tweet a lot about #BreastReconstruction & #SharedDecisionMaking. Creator of @BreastAdvocate App & @InviCibleScars
3,MD @akuglobal | Neuroscience researcher @QueensU_CNS | Aspiring neurosurgeon
3,"Playing the lottery is just another form of tax for people who don't understand mathematics ARS, Articular Reconstruction Surgeon"
0,"Medical Student at the University of Western Ontario, MD Candidate 2021 nBSc. Kin McMaster 2015nStriving for better health focused on nutrition and exercise"
4,"Asst Prof. Pharmacy Practice department, Consultant Pharmacist, College of Clinical Pharmacy, IAU University. Retweets are not necessarily endorsement."
1,Idealist. Humanist. Afroptimist. Strategist and a Doctor May your choices reflect your hopes
0,vlogger  Blogger  health advocate  Content creator  Biochemist (student)  Food lover
0,"Omnivorous curiosity. Striving for balance; more making, less wasting. Fascinated by fact & fiction. Still dreaming up mixed-tapes. Mountains, obviously."
0,Arthritic. Traveller. Nerd. Getting more grumpy by the daydream to be a doctor one day
0,i do not want to talk with anyone
2,I am Norwegian nurse
0,Appliance Repair
0,"Change agent, trainer, techpreneur,  social thinker and analyst for positive developments"
1,Knowledge is Power and Sharing is Caring! Resident doctor at McMasterFamMed
0,"executive director, edwin account management. twitter makes me laugh, mostly. tweets are my own."
0,A funny girl raising an awesome boy! with my man at my side
3,med student || medical school of NUSU ... going to be an arrogant surgeon
2,"Nursing Student, Roadtrips, Netflix, and food."
0,There's so much
1,Serving the nation as a Doctor
3,@GUMedicine 2021 | Aspiring CT surgeon | Co-Founder Heroes for Hearts
0,Live life to the fullest with grace and gratitude.
0,"I'm just a person who prefers to be called as themthey. Physically I'm a girl, but spiritually, I'm just a being who love to do things what I enjoy."
0,"I am Forever. nI am here to help you living healthy. nHealth is too expensive, so try the healthy Life Style"
2,Working Together. Problem Solved. Nurse by profession
0,Public radio journalist in Sweden. Breathing air but mostly radio waves.
0,"Physician, researcher and photographer"
4,"Mom, pharmacist, leader developer, health care executive , patient experience and positive outcomes champion , tweets are mine - retweets are not endorsements"
0,Do not know something is there I really need to think about it.
0,"hey my life is very interesting right now, it’s during a pandemic lol"
0,"Moving Consultant, Still Photographer, Restorer of order (DAM Practitioner and Consultant). by appointment"
0,"BGMN is the hub for Ontario's same gender loving African, Afro-Latino, Caribbean, Black and same gender loving men of the African diaspora."
1,"Spread Awareness and get justice to innocents, serving the nation as a doctor"
1,From Srilanka  Technology Enthusiast and a doctor
0,"Student,,,YZU,,,Pak "
2,Be Legendary. Nurse
3,"Father, husband and academic surgeon.."
4,PharmaVgate Academy is the first innovative Virtual academy dedicated to educate and train pharmacists globally using gamification.
0,"Father, husband, lawyer, gym rat."
1,"Biologist, Master and Doctor in Pharmacology "
0,Public Health student at University of Guelph dreaming to become a doctor
1,Canadian citizen and a doctor
0,Purchase your pretty smokes gear here
0,It is the role of the Kawajagan to intervene periodically in the political affairs of the world in an attempt to elevate the level of Spirituality.
5,"A Ukrainian-Canadian Psychiatrist, common-sense guy, Dr.Flexible is my second name"
4,I'm a pharmacist
5,Physician & Psychiatrist @stjoestoronto
4,Pharmacist
2,"Professor of Nursing, University of British Columbia; nEditor-in-Chief, Nursing Inquiry  nsheherhers"
0,Great fan of all sports
0,Personal Support Worker & Hairstylist
1,"Proud Canadian. Lover of music, laughter, travel and sports.Doctor"
0,Acrylic Artist philosopher And humanist. Very Canadian in every way!
4,Pharmacist
0,High Commission of Canada to Jamaica - Français at CanadaJamaique
0,"New to Caledon (Ontario) and crazy about books, dogs and sounds. God bless you! Stay safe! sheherhers"
0,what’s good
0,A4I supports and develops partnerships for good and promotes humanitarian responses #SDG27
3,Cancer Surgeon @Sunnybrook #neuroendocrine #HPB
0,MUSICIAN
4,#HINDU#INDIAN#PHARMACIST
0,"Today, is yesterday's tomorrow. What are you doing with your future? David R Fisher"
0,"CBC Reporter - RadioTVWeb. Bamboo bike rider. Fav bird: White-throated sparrow. Fav insects: dragonfly, tree cicada"
0,Liv in nature Spice Extracts are natural spices in liquid form which are extracted from dry spices and raw herbs having purity and richness of nature
1,i'm a soul in transition and a doctor
0,Skull fracture in occipital bone causing a cranial CSF leak. Was in an MVA 20 years ago. Skull fracture was missed. Ontario may not be able to fix me.
0,"plant based lifestyle to nurture your health, body and mind "
0,"Marathoner, cook, father, concerned citizen. I still want to see an iceberg! Tweetsopinions are my own"
3,"plastic & reconstructive surgeon in Southern Ontario. Nigerian. Canadian. Fellow in Global Journalism, Munk School of Global Affairs. nÃ©e Afolabi"
0,"Brazilian Entrepreneur, Polyglot, World Traveler"
3,"Surgical #resident, surviving #impostersyndrome & trying to make the world a better place, one patient at a time #physician #surgeon #medtwitter #girlmedtwitter"
0,Athlete
1,Learner and doctor
4,pharmacist
3,"Father of 3, Husband, Gynecologic Surgeon & Professor"
0,Deep Ecology. Simple Living. Art+Design.
0,Ambitious idiot guy
1,Worked hard for last 45 years as a doctor
2,"Mammal, four legged, hooved, traveller, taster of all things edible and non-edible.nurse"
0,"Lifestyle, Fashion, Beauty, Shopping Centre PR agency extraordinaire!"
3,Otolaryngologist - Head and Neck Surgeon
0,artist
0,"IT guy, religious scholar,. working in both IT and as a freelance journalist. Retweets do not imply endorsement.nArticles: https:t.coSDdM7fIXvD"
4,"Husband, Father, Pharmacist, Health Economist, Fighting to #ENDALZ , Rabid #UArizona Alum and Fan, #BEARDOWN,"
0,"Superintendent of EducationCEO of Winnipeg-based Pembina Trails School Division, where inclusion & innovation flourish."
0,Toronto Real Estate Representative Local Expertise You Can Trust. My top priority is to help you achieve your personal and financial real estate goals.
3,"Medical Doctor | MSc Public Health & Health Promotion @ Bangor University, UK | Nutrition and Dietetics @ Royal College of Physicians and Surgeons of Canada"
3,dumb old country surgeon
0,"Kim Rickard Consulting home visits for seniors and their families, to provide assessments and recommendations, as well as referrals"
0,Managing Director & President at 50 Carleton
0,DASH is a non profit for domestic abuse survivors who need help navigating DV recovery.
0,Fucked up world. Fucked up mind I just wanna play my music!
0,"Master of Counselling & Master of Education degrees in Canada: Vancouver, Victoria, Calgary, Edmonton, Red Deer. Bachelor of Arts in Management (BAM) Vancouver"
3,I wanna be a cardiothoracic surgeon. Lets have a heart to heart!
1,sharing love for all of humanity as a doctor
0,Digital Marketing Research Intern.
4,"Pharmacist by training, senior IT management experience, Healthcare/Pharmacy Application Development Consultant, eHealth Specialist, LTC Pharmacy Consultant"
0,Bruce Lee continues to be an inspiration force motivating people to care for and bring out the best that they have within them. - Linda Lee Cadwell
3,"Surgeon, doctor, mom, wife, daughter, sister, citizen of the world."
3,Minimally invasive gyne surgeon & obstetrician: expert in getting big things out of small spaces! Wellness & vulvar health advocate. @UnityHealthTO @UofTObGyn
1,Namora Mother Working as a Doctor
4,"Your pharmacist, your partner in efficient use of medicines, your partner in self care."
0,"I am a person just like you. Mom of two, FG employee and health and wellness coach. I have big dreams and continue to grow on a daily basis. Follow me!!"
0,"I give a piece of my mind for my peace of mind. Engineering keeps me busy, music keeps my sanity. I unfollow negativity"
3,President at Costa Sol Medical SPA. COSMETOLOGIST. American Board of SA.MASSAGE THERAPIST. HOUSE PHYSICIAN. ENDERMOLOGY & CAVITATION SPECIALIST. PLASTIC SURGEON
1,dog loverDoctor
5,We are a community of psychiatrists that educates and advocates on LGBTQ+ mental health issues.
0,"JCA Law Office Professional Corporation provides assistance on Filipino Immigration, Real Estate Closings, NBI Clearance, NSO, and other legal services."
5,Child and adolescent psychiatrist in #yxe whoâ€™s trying not to screw up her own kids. She/her
0,Advocate at Punjab & Haryana High Court Chandigarh - Retweet’s r not endorsements
0,The fact that I go camping
1,You'll find me in the mountains and the ocean (but mostly the hospital as a doctor)
0,HR  Culture enthusiast  Continuous learner  News junkie  Trendspotter  Imperfect Perfectionist  Views here are my own.
2,"I LOVE to read, work as a nurse and I LOVE....Dark Scary Things."
4,"Pharmacist, Medical Intervention Team (QRC/IFRCS)"
4,pharmacist
0,chromed out 22 hundred
2,"Just a small-town girl serving as a nurse, living in a lonely world"
0,"Commercial, Investment, Life Insurance Broker"
0,old guy with nothing to do
0,world news and people watching interest me
0,I have a dream. The world is full of love and peace. People love each other like family. I hope that day will come sooner.
0,"be who you want and say what you mean because those who mind donot matter, and those who matter donot mind "
0,"Manitoba organization representing mechanical and related industries in Manitoba. We mandate To continually improve mechanical industry standards"""""
0,"Passion for Fastball, Osteoarthritis battler, and Father of a dolly and a toot"
4,"Prairie Girl that loves lifelong learning, Good People, Organic Gardening, Nature, Science, Health, Real Food, Pharmacist, Canadian Acoustic music, CBC."
0,"Respect is earned, Honesty is Appreciated, trust is gained, Loyalty is returned"
